ID	DL Section	DL Lesson	Simplified Chinese	Selected Traditional	Cleaned1 CC-CEDICT Pinyin	Selected Pinyin	Pinyin Review Notes	Clean CC-CEDICT English definition	Google_Translate_Definition	Selected English definition	Definition Review Notes	Alternate Occurrences
322	3	Daily Routine 1	下班	下班	xià bān	xià bān	[2018-11-15 CFox]: No alternate Pinyin available	to finish work / to get off work	Commute	to finish work / to get off work	[2018-11-15 CFox]: Needs Manual Review	n/a
323	3	Daily Routine 1	回	回	huí; huí	huí	[2018-11-15 CFox]: No alternate Pinyin available	to circle / to go back / to turn around / to answer / to return / to revolve / Hui ethnic group (Chinese Muslims) / time / classifier for acts of a play / section or chapter (of a classic book) || to curve / to return / to revolve	Times	to circle / to go back / to turn around / to answer / to return / to revolve / Hui ethnic group (Chinese Muslims) / time / classifier for acts of a play / section or chapter (of a classic book)  to curve / to return / to revolve	[2018-11-15 CFox]: Needs Manual Review	回 (Daily Routine 1), 回答 (Languages 3), 回 (Communication 2), 回复 (Business 1)
324	3	Daily Routine 1	晚饭	晚飯	wǎn fàn	wǎn fàn	[2018-11-15 CFox]: No alternate Pinyin available	evening meal / dinner / supper / CL: 份, 頓｜顿, 次, 餐	dinner	evening meal / dinner / supper / CL: 份, 頓｜顿, 次, 餐	[2018-11-15 CFox]: Needs Manual Review	n/a
325	3	Daily Routine 1	放	放	fàng	fàng	[2018-11-15 CFox]: No alternate Pinyin available	to put / to place / to release / to free / to let go / to let out / to set off (fireworks)	put	to put / to place / to release / to free / to let go / to let out / to set off (fireworks)	[2018-11-15 CFox]: Needs Manual Review	放学 (Daily Routine 1), 放 (Daily Routine 1), 放心 (Future), 放 (House), 放假 (Exam), 放松 (Exam), 放弃 (Duo)
326	3	Payment	钱	錢	Qián; qián	qián	[2018-11-15 CFox]: No alternate Pinyin available	surname Qian || coin / money / CL: 筆｜笔 / unit of weight, one tenth of a tael 兩｜两	money	surname Qian  coin / money / CL: 筆｜笔 / unit of weight, one tenth of a tael 兩｜两	[2018-11-15 CFox]: Needs Manual Review	钱 (Payment), 换钱 (Travel 3)
327	3	Payment	块	塊	kuài	kuài	[2018-11-15 CFox]: No alternate Pinyin available	lump (of earth) / chunk / piece / classifier for pieces of cloth, cake, soap etc / (coll.) classifier for money and currency units	Piece	lump (of earth) / chunk / piece / classifier for pieces of cloth, cake, soap etc / (coll.) classifier for money and currency units	[2018-11-15 CFox]: Needs Manual Review	块 (Payment), 块 (Dining 2)
328	3	Payment	只	只	zhǐ; zhǐ; zhī	zhǐ	[2018-11-15 CFox]: Needs Manual Review	only / merely / just / but || grain that has begun to ripen / variant of 衹｜只 || classifier for birds and certain animals, one of a pair, some utensils, vessels etc	only	only / merely / just / but  grain that has begun to ripen / variant of 衹｜只  classifier for birds and certain animals, one of a pair, some utensils, vessels etc	[2018-11-15 CFox]: Needs Manual Review	只 (Payment), 只 (Existence)
329	3	Payment	买	買	mǎi	mǎi	[2018-11-15 CFox]: No alternate Pinyin available	to buy / to purchase	buy	to buy / to purchase	[2018-11-15 CFox]: Needs Manual Review	买 (Payment), 买单 (Restaurant)
330	3	Payment	一共	一共	yī gòng	yī gòng	[2018-11-15 CFox]: No alternate Pinyin available	altogether	Altogether	altogether	[2018-11-15 CFox]: Needs Manual Review	n/a
331	3	Payment	毛	毛	Máo; máo	máo	[2018-11-15 CFox]: No alternate Pinyin available	surname Mao || hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角 , = one-tenth of a yuan or 10 fen 分)	hair	surname Mao  hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角 , = one-tenth of a yuan or 10 fen 分)	[2018-11-15 CFox]: Needs Manual Review	毛 (Payment), 毛 (Duo), 羽毛 (Duo)
332	3	Payment	共	共	gòng	gòng	[2018-11-15 CFox]: No alternate Pinyin available	common / general / to share / together / total / altogether / abbr. for 共產黨｜共产党, Communist party	Altogether	common / general / to share / together / total / altogether / abbr. for 共產黨｜共产党, Communist party	[2018-11-15 CFox]: Needs Manual Review	一共 (Payment), 共 (Payment), 公共 (Transportation)
333	3	Payment	信用卡	信用卡	xìn yòng kǎ	xìn yòng kǎ	[2018-11-15 CFox]: No alternate Pinyin available	credit card	credit card	credit card	[2018-11-15 CFox]: Needs Manual Review	n/a
334	3	Payment	收	收	shōu	shōu	[2018-11-15 CFox]: No alternate Pinyin available	to receive / to accept / to collect / to put away / to restrain / to stop / in care of (used on address line after name)	Receive	to receive / to accept / to collect / to put away / to restrain / to stop / in care of (used on address line after name)	[2018-11-15 CFox]: Needs Manual Review	收 (Payment), 收据 (Business 1)
335	3	Payment	千	千	qiān; qiān	qiān	[2018-11-15 CFox]: No alternate Pinyin available	thousand || see 鞦韆｜秋千	thousand	thousand  see 鞦韆｜秋千	[2018-11-15 CFox]: Needs Manual Review	n/a
336	3	Payment	信	信	xìn	xìn	[2018-11-15 CFox]: No alternate Pinyin available	letter / mail / CL: 封 / to trust / to believe / to profess faith in / truthful / confidence / trust / at will / at random	letter	letter / mail / CL: 封 / to trust / to believe / to profess faith in / truthful / confidence / trust / at will / at random	[2018-11-15 CFox]: Needs Manual Review	信用卡 (Payment), 信 (Payment), 信心 (Sports 2), 信 (Sports 2), 相信 (Work), 短信 (Communication 2), 信号 (Communication 2), 微信 (Internet Slang)
337	3	Payment	用	用	yòng	yòng	[2018-11-15 CFox]: No alternate Pinyin available	to use / to employ / to have to / to eat or drink / expense or outlay / usefulness / hence / therefore	use	to use / to employ / to have to / to eat or drink / expense or outlay / usefulness / hence / therefore	[2018-11-15 CFox]: Needs Manual Review	信用卡 (Payment), 用 (Payment), 用 (Entertainment), 应用 (Languages 3), 费用 (Business 1)
338	3	Payment	卡	卡	kǎ; qiǎ	kǎ	[2018-11-15 CFox]: Needs Manual Review	to stop / to block / card / CL: 張｜张, 片 / calorie / cassette / (computing) (coll.) slow || to block / to be stuck / to be wedged / customs station / a clip / a fastener / a checkpost / Taiwan pr. [ka3]	card	to stop / to block / card / CL: 張｜张, 片 / calorie / cassette / (computing) (coll.) slow  to block / to be stuck / to be wedged / customs station / a clip / a fastener / a checkpost / Taiwan pr. [ka3]	[2018-11-15 CFox]: Needs Manual Review	信用卡 (Payment), 卡 (Payment), 电话卡 (Travel 3)
339	3	Payment	贵	貴	guì	guì	[2018-11-15 CFox]: No alternate Pinyin available	expensive / noble / precious / (honorific) your	expensive	expensive / noble / precious / (honorific) your	[2018-11-15 CFox]: Needs Manual Review	贵 (Payment), 贵 (Business 2)
340	3	Payment	便宜	便宜	biàn yí; pián yi	biàn yí	[2018-11-15 CFox]: Needs Manual Review	convenient || cheap / inexpensive / small advantages / to let sb off lightly	Inexpensive	convenient  cheap / inexpensive / small advantages / to let sb off lightly	[2018-11-15 CFox]: Needs Manual Review	n/a
341	3	Payment	现金	現金	xiàn jīn	xiàn jīn	[2018-11-15 CFox]: No alternate Pinyin available	cash	cash	cash	[2018-11-15 CFox]: Needs Manual Review	n/a
342	3	Payment	便	便	biàn; pián	biàn	[2018-11-15 CFox]: Needs Manual Review	plain / informal / suitable / convenient / opportune / to urinate or defecate / equivalent to 就: then / in that case / even if / soon afterwards || see 便宜	Then	plain / informal / suitable / convenient / opportune / to urinate or defecate / equivalent to 就: then / in that case / even if / soon afterwards  see 便宜	[2018-11-15 CFox]: Needs Manual Review	便宜 (Payment), 便 (Payment), 随便 (Shopping 1), 便 (Shopping 1), 方便 (Environment)
343	3	Payment	宜	宜	Yí; yí	yí	[2018-11-15 CFox]: No alternate Pinyin available	surname Yi || proper / should / suitable / appropriate	should	surname Yi  proper / should / suitable / appropriate	[2018-11-15 CFox]: Needs Manual Review	便宜 (Payment), 宜 (Payment)
344	3	Payment	金	金	Jīn; jīn	jīn	[2018-11-15 CFox]: No alternate Pinyin available	surname Jin / surname Kim (Korean) / Jurchen Jin dynasty (1115-1234) || gold / chemical element Au / generic term for lustrous and ductile metals / money / golden / highly respected / one of the eight ancient musical instruments 八音	gold	surname Jin / surname Kim (Korean) / Jurchen Jin dynasty (1115-1234)  gold / chemical element Au / generic term for lustrous and ductile metals / money / golden / highly respected / one of the eight ancient musical instruments 八音	[2018-11-15 CFox]: Needs Manual Review	现金 (Payment), 金 (Payment), 奖金 (Work 3)
345	3	Payment	太	太	tài	tài	[2018-11-15 CFox]: No alternate Pinyin available	highest / greatest / too (much) / very / extremely	too	highest / greatest / too (much) / very / extremely	[2018-11-15 CFox]: Needs Manual Review	太 (Payment), 太阳 (Environment)
346	3	Payment	万	[2018-11-15 CFox]: Needs Manual Review	Mò; Wàn; wàn	mò	[2018-11-15 CFox]: Needs Manual Review	see 万俟 || surname Wan || ten thousand / a great number	Ten thousand	see 万俟  surname Wan  ten thousand / a great number	[2018-11-15 CFox]: Needs Manual Review	n/a
347	3	Payment	行	行	háng; xíng	xíng	[2018-11-15 CFox]: 银行 uses háng	row / line / commercial firm / line of business / profession / to rank (first, second etc) among one's siblings (by age) / (in data tables) row / (Tw) column || to walk / to go / to travel / a visit / temporary / makeshift / current / in circulation / to do / to perform / capable / competent / effective / all right / OK! / will do / behavior / conduct / Taiwan pr. [xing4] for the behavior-conduct sense	Row	row / line / commercial firm / line of business / profession / to rank (first, second etc) among one's siblings (by age) / (in data tables) row / (Tw) column  to walk / to go / to travel / a visit / temporary / makeshift / current / in circulation / to do / to perform / capable / competent / effective / all right / OK! / will do / behavior / conduct / Taiwan pr. [xing4] for the behavior-conduct sense	[2018-11-15 CFox]: Needs Manual Review	行 (Payment), 行李 (Travel 2), 自行车 (Hobbies 3), 银行 (Travel 3), 行 (Travel 3)
348	3	Entertainment	想	想	xiǎng	xiǎng	[2018-11-15 CFox]: No alternate Pinyin available	to think / to believe / to suppose / to wish / to want / to miss (feel wistful about the absence of sb or sth)	miss you	to think / to believe / to suppose / to wish / to want / to miss (feel wistful about the absence of sb or sth)	[2018-11-15 CFox]: Needs Manual Review	想 (Entertainment), 想 (Personality and Feelings)
349	3	Entertainment	干	[2018-11-15 CFox]: Needs Manual Review	Gān; gān; gān; gàn	gān	[2018-11-15 CFox]: Needs Manual Review	surname Gan || dry / clean / in vain / dried food / foster / adoptive / to ignore || to concern / to interfere / shield / stem || tree trunk / main part of sth / to manage / to work / to do / capable / cadre / to kill (slang) / to fuck (vulgar)	dry	surname Gan  dry / clean / in vain / dried food / foster / adoptive / to ignore  to concern / to interfere / shield / stem  tree trunk / main part of sth / to manage / to work / to do / capable / cadre / to kill (slang) / to fuck (vulgar)	[2018-11-15 CFox]: Needs Manual Review	干 (Entertainment), 干杯 (Celebration), 干 (Celebration), 干净 (House), 干燥 (Weather 2)
350	3	Entertainment	影	影	yǐng	yǐng	[2018-11-15 CFox]: No alternate Pinyin available	picture / image / film / movie / photograph / reflection / shadow / trace	Shadow	picture / image / film / movie / photograph / reflection / shadow / trace	[2018-11-15 CFox]: Needs Manual Review	影 (Entertainment), 电影 (Entertainment), 影响 (Environment)
351	3	Entertainment	视	視	shì	shì	[2018-11-15 CFox]: No alternate Pinyin available	to look at / to regard / to inspect	Regard	to look at / to regard / to inspect	[2018-11-15 CFox]: Needs Manual Review	视 (Entertainment), 电视 (Entertainment)
352	3	Entertainment	电视	電視	diàn shì	diàn shì	[2018-11-15 CFox]: No alternate Pinyin available	television / TV / CL: 臺｜台, 個｜个	TV	television / TV / CL: 臺｜台, 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
353	3	Entertainment	电影	電影	diàn yǐng	diàn yǐng	[2018-11-15 CFox]: No alternate Pinyin available	movie / film / CL: 部, 片, 幕, 場｜场	the film	movie / film / CL: 部, 片, 幕, 場｜场	[2018-11-15 CFox]: Needs Manual Review	n/a
354	3	Entertainment	报纸	報紙	bào zhǐ	bào zhǐ	[2018-11-15 CFox]: No alternate Pinyin available	newspaper / newsprint / CL: 份, 期, 張｜张	newspaper	newspaper / newsprint / CL: 份, 期, 張｜张	[2018-11-15 CFox]: Needs Manual Review	n/a
355	3	Entertainment	上网	上網	shàng wǎng	shàng wǎng	[2018-11-15 CFox]: No alternate Pinyin available	to go online / to connect to the Internet / (of a document etc) to be uploaded to the Internet / (tennis, volleyball etc) to move in close to the net	Internet	to go online / to connect to the Internet / (of a document etc) to be uploaded to the Internet / (tennis, volleyball etc) to move in close to the net	[2018-11-15 CFox]: Needs Manual Review	n/a
356	3	Entertainment	报	報	bào	bào	[2018-11-15 CFox]: No alternate Pinyin available	to announce / to inform / report / newspaper / recompense / revenge / CL: 份, 張｜张	Report	to announce / to inform / report / newspaper / recompense / revenge / CL: 份, 張｜张	[2018-11-15 CFox]: Needs Manual Review	报纸 (Entertainment), 报 (Entertainment), 报销 (Business 1), 报告 (Business 1), 汇报 (Business 1), 报警 (Emergency)
357	3	Entertainment	纸	紙	zhǐ	zhǐ	[2018-11-15 CFox]: No alternate Pinyin available	paper / CL: 張｜张, 沓 / classifier for documents, letter etc	paper	paper / CL: 張｜张, 沓 / classifier for documents, letter etc	[2018-11-15 CFox]: Needs Manual Review	报纸 (Entertainment), 纸 (Entertainment), 纸 (School 2)
358	3	Entertainment	网	網	wǎng	wǎng	[2018-11-15 CFox]: No alternate Pinyin available	net / network	network	net / network	[2018-11-15 CFox]: Needs Manual Review	上网 (Entertainment), 网 (Entertainment), 网球 (Sports 2)
359	3	Entertainment	手机	手機	shǒu jī	shǒu jī	[2018-11-15 CFox]: No alternate Pinyin available	cell phone / mobile phone / CL: 部, 支	Cellular phone	cell phone / mobile phone / CL: 部, 支	[2018-11-15 CFox]: Needs Manual Review	n/a
360	3	Entertainment	新闻	新聞	xīn wén	xīn wén	[2018-11-15 CFox]: No alternate Pinyin available	news / CL: 條｜条, 個｜个	news	news / CL: 條｜条, 個｜个	[2018-11-15 CFox]: Needs Manual Review	n/a
361	3	Entertainment	机	機	Jī; jī	jī	[2018-11-15 CFox]: No alternate Pinyin available	surname Ji || machine / engine / opportunity / intention / aircraft / pivot / crucial point / flexible (quick-witted) / organic / CL: 臺｜台	machine	surname Ji  machine / engine / opportunity / intention / aircraft / pivot / crucial point / flexible (quick-witted) / organic / CL: 臺｜台	[2018-11-15 CFox]: Needs Manual Review	手机 (Entertainment), 机 (Entertainment), 照相机 (Hobbies 2), 飞机 (Travel), 机场 (Travel), 机票 (Travel), 机会 (Future), 转机 (Travel 3), 司机 (Travel 4)
362	3	Entertainment	新	新	Xīn; xīn	xīn	[2018-11-15 CFox]: No alternate Pinyin available	abbr. for Xinjiang 新疆 or Singapore 新加坡 / surname Xin || new / newly / meso- (chemistry)	new	abbr. for Xinjiang 新疆 or Singapore 新加坡 / surname Xin  new / newly / meso- (chemistry)	[2018-11-15 CFox]: Needs Manual Review	新闻 (Entertainment), 新 (Entertainment), 新鲜 (Supermarket), 新 (Hobbies 2), 新年 (Celebration)
